geneset_name	geneset_genes	geneset_size
GO_BEHAVIOR	AAAS,ABAT,ABCA7,ABHD12,ACCN2,ACE2,ADAM2,ADAM22,ADCY1,ADCY3,ADCY5,ADCY8,ADCYAP1,ADM2,ADNP,ADRB2,ADRB3,AFF2,AGRP,AGT,AGTR2,AHCY,ALDH1A3,ALS2,AMFR,ANKH,ANXA7,APBA1,APBA2,APLN,APP,APRT,ARC,ARCN1,ARF4,ARRB2,ASIP,ASTN1,ATAD1,ATP1A2,ATP1A3,ATP2B2,ATP7A,ATP8A1,ATP8A2,ATXN3,AUTS2,AVP,AVPR1A,BBS12,BBS2,BBS4,BCHE,BCL2,BHLHB9,BRAF,BRS3,BSX,BTBD9,BTG2,C10orf125,C12orf10,C19orf20,C1orf51,C1QL1,C5orf41,CACNA1A,CACNA1B,CACNB4,CALB1,CALCA,CAMK4,CARTPT,CASP3,CASR,CCK,CCKAR,CCKBR,CCL3,CDH23,CDK5,CEBPB,CELSR1,CEND1,CHAT,CHD7,CHL1,CHRNA3,CHRNA4,CHRNA5,CHRNA7,CHRNB1,CHRNB2,CHRNB4,CLDN5,CLN3,CLN6,CLN8,CNP,CNR1,CNTFR,CNTN2,CNTNAP2,COMT,CPEB3,CPT1A,CREB1,CRH,CRHBP,CRTC1,CSTB,CTNS,CUX2,CX3CR1,CXCL12,DAB1,DACH1,DBH,DDO,DEAF1,DERL2,DGKI,DKK1,DLG4,DMBX1,DMRT3,DMRTA1,DNAJC9,DNM1,DPP4,DRD1,DRD2,DRD3,DRD4,DRD5,DSCAM,DVL1,DYNLRB1,EFNB3,EGFR,EGR2,EIF2AK4,EIF4A3,EIF4E,EIF4EBP2,EIF4G1,EN1,EP300,EPHA4,EPHB2,EPM2A,EPS8,ESPN,ESR2,ETV1,ETV5,FBXL20,FEN1,FEZF2,FGF12,FGF13,FIG4,FOS,FOSL1,FOXA2,FOXB1,FOXP2,FXN,FYN,FZD4,FZD9,GAA,GABRA5,GABRG2,GAL,GALR2,GALR3,GBX1,GCG,GCNT4,GDNF,GHRL,GHSR,GIGYF2,GIP,GIT2,GJB4,GLP1R,GLRA1,GLRB,GLS,GM2A,GMFB,GNAO1,GNAQ,GNB1L,GNG8,GPI,GPR21,GPR37,GPR52,GPR88,GPRC5B,GRIA1,GRID1,GRIK2,GRIN1,GRIN2A,GRIN2B,GRIN2D,GRM1,GRM5,GRM6,GRM7,GRN,HAND2,HCRT,HCRTR1,HCRTR2,HDAC2,HELT,HEXB,HIF1A,HIPK2,HMGCR,HOMER1,HOXA1,HOXB8,HOXD10,HOXD9,HPGDS,HPRT1,HRAS,HRH1,HRH2,HTR1A,HTR1B,HTR2A,HTR2B,HTR2C,HTRA2,HTT,IAPP,ID2,IDO1,IFT20,IGF1,IGF2,IL1B,ITGA3,ITGA5,ITGA8,ITGB1,ITPR3,JPH3,JPH4,JUN,KAT2B,KCNAB1,KCND2,KCNJ10,KCNK10,KCNK2,KCNK4,KIRREL3,KIT,KLHL1,KLK8,KRAS,LEP,LGI4,LHX8,LPHN3,LRRK2,LRRN4,LRRTM1,LSAMP,MAFG,MAPK8IP2,MAPT,MBD2,MBD5,MC3R,MC4R,MCHR1,MCOLN3,MDK,MECP2,MEF2C,MEIS1,MEIS2,MKKS,MLL,MLL4,MRAP2,MTA1,MTNR1A,MTOR,MUSK,MYH14,MYO15A,MYO5A,NAGLU,NAV2,NCOA1,NCOA2,NDRG4,NEGR1,NETO1,NEUROD2,NF1,NHLH2,NKX2-1,NLGN2,NLGN3,NLGN4X,NLGN4Y,NMS,NMU,NMUR2,NOS1,NOVA1,NPAS1,NPC1,NPHP1,NPHP4,NPS,NPTN,NPTX2,NPW,NPY,NPY1R,NPY2R,NPY5R,NPY6R,NQO2,NR2E1,NR4A2,NR4A3,NRG1,NRGN,NRXN1,NRXN2,NRXN3,NTAN1,NTF4,NTRK1,NTRK2,NTS,NTSR1,OBP2B,OLFM2,OPRD1,OPRK1,OPRL1,OPRM1,OSM,OTOG,OXR1,OXT,OXTR,P2RX2,P2RX3,P2RY1,PAFAH1B1,PAIP2,PAK7,PARK2,PARK7,PAX5,PBX3,PCDH17,PDE1B,PENK,PEX13,PIRT,PITX3,PJA2,PLA2G6,PLCB1,PLK2,PMCH,POU4F1,PPARA,PPP1R1B,PPP3CB,PPT1,PPY,PPYR1,PREX2,PRKAR1B,PRKAR2B,PRKCE,PRKCG,PRKCZ,PRLH,PRLHR,PRNP,PSEN1,PTEN,PTGS1,PTGS2,PTN,PTPN5,PTPRZ1,PUM1,PYY,PYY2,PYY3,QRFP,RASD2,RASGRF1,RELN,REN,RGS14,RIC8A,RIN1,RMI1,RNF180,RPS6KB1,S100B,SCN1A,SCN9A,SDK1,SEPP1,SERPINE2,SERPINF1,SEZ6,SEZ6L,SGK1,SGK196,SHANK1,SHANK2,SHANK3,SHC3,SIX3,SLC11A2,SLC12A5,SLC16A1,SLC17A7,SLC18A2,SLC1A2,SLC1A3,SLC24A2,SLC4A10,SLC6A1,SLC6A3,SLC6A4,SLC8A2,SLC8A3,SLITRK1,SLITRK5,SLITRK6,SLURP1,SNAP25,SNCA,SNCG,SOBP,SOD1,SORCS3,SPTBN2,SPTBN4,SRD5A1,SRF,SRPX2,STAR,STAT3,STRA6,STRBP,STRN,STS,SYNGAP1,SYNJ1,TAC1,TACR1,TACR2,TAL1,TANC1,TAS2R1,TAS2R5,TBCE,TBR1,TBX1,TCF15,TH,THBS1,THBS4,THRA,THRB,TMOD1,TMOD2,TNR,TP53,TRH,TRMT1L,TRPV1,TSC1,TSPO,UBA6,UBE2Q1,UBR3,UCHL1,UCN,UNC79,USP2,USP46,VDAC1,VIP,VLDLR,VPS13A,VWA1,ZDHHC8,ZFHX2,ZIC1,ZMYND17,ZNF385A,ABAT,CDK5,DRD1,DRD2,DRD3,DRD4,HOMER1,HTR2A,NOS1,OPRK1,SDK1,SNCA,CACNA1A,GIT2,NTRK1,OSM,P2RX2,P2RX3,PIRT,SCN9A,TACR1,THBS1,THBS4,TSPO,VWA1	541
GO_BEHAVIORAL_RESPONSE_TO_COCAINE	ABAT,CDK5,DRD1,DRD2,DRD3,DRD4,HOMER1,HTR2A,NOS1,OPRK1,SDK1,SNCA	12
GO_BEHAVIORAL_RESPONSE_TO_PAIN	CACNA1A,GIT2,NTRK1,OSM,P2RX2,P2RX3,PIRT,SCN9A,TACR1,THBS1,THBS4,TSPO,VWA1	13
GO_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	AADAT,ACSM1,AFMID,CCBL1,CCBL2,CYP17A1,CYP2E1,CYP4B1,GOT2,GSTM1,GSTM2,GSTM3,GSTM4,HAAO,IDO1,IDO2,KMO,KYNU,PON3,SRD5A2,STAR,TDO2,TH,UGT1A1	24
GO_BETA_AMYLOID_METABOLIC_PROCESS	ACE,APEH,BACE1,BACE2,BECN1,IDE,MME,NAT8,NAT8B,NCSTN,PSEN1,PSEN2,REN,UNC13A	14
GO_BETA_CATENIN_DESTRUCTION_COMPLEX_DISASSEMBLY	APC,AXIN1,CAV1,CSNK1A1,CTNNB1,DVL1,DVL2,DVL3,FAM123B,FRAT1,FRAT2,FZD1,FZD2,FZD5,GSK3B,LRP5,LRP6,PPP1CA,WNT1,WNT3A,WNT8A,WNT8B	22
GO_BETA_CATENIN_TCF_COMPLEX_ASSEMBLY	ASH2L,AXIN2,BCL9,BCL9L,CDC73,CREBBP,CTNNB1,EP300,HDAC1,HIST1H4A,HIST1H4B,HIST1H4C,HIST1H4D,HIST1H4E,HIST1H4F,HIST1H4H,HIST1H4I,HIST1H4J,HIST1H4K,HIST1H4L,HIST2H4A,HIST2H4B,HIST4H4,KAT5,LEF1,LEO1,MEN1,MLL2,MYC,PYGO1,PYGO2,RBBP5,RUVBL1,SMARCA4,TCF7,TCF7L1,TCF7L2,TERT,TLE1,TLE2,TLE3,TLE4,TRRAP	43
GO_BICARBONATE_TRANSPORT	AQP1,BEST1,CA1,CA12,CA13,CA14,CA2,CA3,CA4,CA5A,CA5B,CA6,CA7,CA9,CFTR,CYB5R1,CYB5R2,CYB5R4,CYB5RL,HBA1,HBA2,HBB,RHAG,SLC26A1,SLC26A10,SLC26A11,SLC26A2,SLC26A3,SLC26A4,SLC26A5,SLC26A6,SLC26A7,SLC26A8,SLC26A9,SLC4A1,SLC4A10,SLC4A11,SLC4A2,SLC4A3,SLC4A4,SLC4A5,SLC4A7,SLC4A8,SLC4A9	44
GO_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	ACTN4,APC,ARL2,CLDN1,CLDN3,CRB3,DLG1,ECT2,F11R,FRMPD2,FRMPD2P1,GRHL2,INADL,ITGB1,MARVELD2,MARVELD3,MICALL2,MPP5,MPP7,MTDH,OCLN,PARD3,PARD6A,PARD6B,PARD6G,PRKCI,RAB13,RAMP2,SRF,STRN,TBCD,WNT11	32
GO_BILE_ACID_AND_BILE_SALT_TRANSPORT	ABCB11,ABCB4,ABCC3,AKR1C1,AKR1C4,ALB,AQP9,ATP8B1,CEACAM1,FABP6,MIP,NCOA1,NCOA2,NR1H4,OSTalpha,OSTBETA,RXRA,SLC10A1,SLC10A2,SLC10A3,SLC10A4,SLC10A5,SLC10A6,SLC27A5,SLC9A3R1,SLCO1A2,SLCO1B1,SLCO1B3,SLCO1C1,SLCO2B1,STARD10	31
GO_BILE_ACID_BIOSYNTHETIC_PROCESS	ABCB11,ACOT8,ACOX2,AKR1C4,AKR1D1,AMACR,BAAT,CH25H,CYP27A1,CYP39A1,CYP46A1,CYP7A1,CYP7B1,CYP8B1,HSD17B4,HSD3B7,SCP2,SLC27A2,SLC27A5,STAR	20
GO_BILE_ACID_METABOLIC_PROCESS	ABCB11,ACAA1,ACOT8,ACOX2,AKR1C1,AKR1C4,AKR1D1,AMACR,ARV1,ATP8B1,BAAT,CH25H,CYP27A1,CYP39A1,CYP46A1,CYP7A1,CYP7B1,CYP8B1,FABP6,GBA2,HSD17B4,HSD3B7,LEP,NPC1,NR1H4,NR5A2,SCP2,SLC27A2,SLC27A5,SLCO1A2,SLCO1B1,SLCO1B3,SLCO1C1,STAR,SULT2A1	35
GO_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA	ACR,ADAM2,ADAM20,ADAM21,ADAM30,ATP8B3,B4GALT1,CCT2,CCT3,CCT4,CCT5,CCT7,CCT8,CLGN,CRISP1,FETUB,GLIPR1L1,HSPA1L,OVGP1,PCSK4,POMZP3,PRSS37,SPA17,SPAM1,TCP1,UBAP2L,ZAN,ZP1,ZP2,ZP3,ZP4,ZPBP,ZPBP2	33
GO_BIOLOGICAL_ADHESION	AATF,ABL1,ABL2,ACAN,ACE2,ACHE,ACTB,ACTG1,ACTN1,ACTN2,ACTN3,ADA,ADAM12,ADAM15,ADAM17,ADAM2,ADAM22,ADAM23,ADAM8,ADAM9,ADAMTS12,ADAMTS13,AGGF1,AIMP1,AIRE,AJAP1,AKIP1,ALCAM,AMBN,AMBP,AMELX,AMICA1,AMIGO1,AMIGO2,AMIGO3,AMTN,ANGPT1,ANGPTL3,ANTXR1,ANXA1,ANXA9,AOC3,APBA1,APBB1IP,APC,APLP1,APOA4,APP,ARF6,ARHGAP5,ARHGAP6,ARHGEF7,ARVCF,ASTL,ASTN1,ATG5,ATP1B1,ATP1B2,ATP2A2,ATP2C1,ATP4B,ATP7A,AXL,AZGP1,AZI2,B2M,B4GALT1,BAI1,BATF,BAX,BCAM,BCAN,BCAR1,BCL11B,BCL2,BCL2L11,BCL3,BGLAP,BMP10,BMP7,BMX,BOC,BRAF,BTN3A1,BVES,BYSL,C10orf54,C1orf177,C1orf38,CADM1,CADM2,CADM3,CADM4,CALCA,CAMSAP3,CARD11,CASK,CASP8,CASS4,CBLL1,CBLN1,CCL11,CCL19,CCL2,CCL21,CCL4,CCL5,CCND3,CCR1,CCR3,CCR7,CCR8,CD151,CD164,CD1C,CD1D,CD2,CD200,CD209,CD22,CD226,CD24,CD276,CD28,CD2AP,CD300A,CD33,CD34,CD36,CD3D,CD3E,CD3G,CD4,CD40LG,CD44,CD47,CD58,CD6,CD63,CD7,CD72,CD74,CD80,CD81,CD84,CD86,CD8A,CD8B,CD9,CD93,CD96,CD97,CD99,CD99L2,CDC42,CDH1,CDH10,CDH11,CDH12,CDH13,CDH15,CDH16,CDH17,CDH18,CDH19,CDH2,CDH20,CDH22,CDH23,CDH24,CDH26,CDH3,CDH4,CDH5,CDH6,CDH7,CDH8,CDH9,CDHR1,CDHR2,CDHR3,CDHR4,CDHR5,CDK5,CDK5R1,CDK6,CDON,CDSN,CEACAM1,CEACAM5,CEBPB,CEL,CELSR1,CELSR2,CELSR3,CEP41,CERCAM,CFDP1,CGREF1,CHD7,CHL1,CHST10,CHST4,CIB1,CLCA2,CLDN1,CLDN10,CLDN11,CLDN12,CLDN14,CLDN15,CLDN16,CLDN17,CLDN18,CLDN19,CLDN2,CLDN20,CLDN22,CLDN23,CLDN3,CLDN4,CLDN5,CLDN6,CLDN7,CLDN8,CLDN9,CLEC4A,CLEC4D,CLEC4E,CLEC4M,CLEC7A,CLIC1,CLSTN1,CLSTN2,CLSTN3,CNO,CNTN1,CNTN2,CNTN3,CNTN4,CNTN5,CNTN6,CNTNAP1,CNTNAP2,CNTNAP3,CNTNAP3B,CNTNAP4,CNTNAP5,COL12A1,COL13A1,COL14A1,COL15A1,COL16A1,COL17A1,COL18A1,COL19A1,COL28A1,COL3A1,COL4A3,COL4A6,COL5A1,COL5A3,COL6A1,COL6A2,COL6A3,COL6A5,COL6A6,COL7A1,COL8A1,COL8A2,COMP,CORO1A,CREBBP,CRISP2,CRNN,CRTAM,CSF3R,CSRP1,CSTA,CTGF,CTNNA1,CTNNA2,CTNNA3,CTNNAL1,CTNNB1,CTNND1,CTNND2,CTPS,CTTN,CUZD1,CX3CL1,CX3CR1,CXADR,CXCL12,CXCR3,CXCR7,CYFIP2,CYP1B1,CYP26B1,CYR61,DAB1,DAG1,DCHS1,DCHS2,DDOST,DDR1,DDR2,DEFB118,DGCR2,DGCR6,DLC1,DLG1,DLG5,DLL4,DNAJA3,DNAJB6,DOCK2,DOCK8,DPP4,DPT,DSC1,DSC2,DSC3,DSCAM,DSCAML1,DSG1,DSG2,DSG3,DSG4,DSP,DST,EBI3,ECM2,EDA,EDIL3,EFNA1,EFNB1,EFNB2,EFS,EGFL6,EGFL7,EGFR,EGR1,EIF2AK4,ELF4,ELMO2,EMILIN1,EMILIN2,EMP2,EMR1,EMR2,ENG,ENTPD1,EOMES,EPB41L5,EPCAM,EPDR1,EPHA1,EPHA2,EPHA3,EPHA4,EPHA8,EPHB1,EPHB3,EPHB4,ERBB2IP,ESAM,EZR,F11R,F2RL1,FADD,FAP,FARP2,FAS,FAT1,FAT2,FAT3,FAT4,FBLIM1,FBLN5,FBLN7,FCER1G,FER,FERMT1,FERMT2,FERMT3,FEZ1,FGA,FGB,FGFRL1,FGG,FIBP,FKBP1A,FKBP1B,FLNA,FLOT2,FLRT1,FLRT2,FLRT3,FN1,FNDC3A,FOLR4,FOXF1,FOXN1,FOXP1,FOXP3,FPR2,FREM1,FREM2,FREM3,FUT7,FXC1,FYN,FZD4,FZD5,FZD7,FZD8,GAS6,GATA1,GATA3,GCNT1,GLDN,GLI3,GNAS,GNE,GOLPH3,GP1BA,GP1BB,GP5,GP9,GPA33,GPNMB,GPR56,GPR98,GRHL2,GRID2,HABP2,HAPLN1,HAPLN2,HAPLN3,HAPLN4,HAS1,HAS3,HBB,HCK,HEPACAM,HES1,HES5,HLA-E,HMGB1,HOXD3,HPSE,HSH2D,HSP90AB1,HSPB1,HSPD1,IBSP,ICAM1,ICAM2,ICAM3,ICAM4,ICAM5,ICOS,ICOSLG,ID1,IFNA1,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNB1,IFNE,IFNG,IFNK,IFNW1,IGFALS,IGFBP7,IGSF11,IGSF5,IGSF9,IGSF9B,IL12B,IL15,IL18R1,IL1B,IL1RAPL1,IL2,IL23A,IL32,IL4,IL6,IL7,IL7R,ILK,INPPL1,INS,IRF1,IRF4,ISLR,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,ITGA8,ITGA9,ITGAD,ITGAE,ITGAL,ITGAM,ITGAV,ITGAX,ITGB1,ITGB1BP1,ITGB2,ITGB3,ITGB3BP,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,ITGBL1,ITK,ITPKB,IZUMO1,JAG2,JAM2,JAM3,JAML,JMJD6,JUB,JUP,KAL1,KIAA1462,KIF13B,KIF14,KIFC3,KIRREL,KIRREL2,KIRREL3,KIT,KITLG,L1CAM,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMB4,LAMC1,LAMC2,LAMC3,LAT,LCK,LCP1,LEF1,LEP,LEPR,LFNG,LGALS3BP,LGALS4,LGALS7B,LIG4,LILRB1,LILRB2,LIMS2,LMLN,LOXL2,LPHN1,LPHN3,LPP,LPXN,LRFN3,LRP6,LRRC15,LRRN2,LSAMP,LY6D,LY9,LYPD3,LYPD5,LYVE1,MADCAM1,MAEA,MAFB,MAG,MAGI1,MALT1,MARCKS,MCAM,MEGF10,MEGF11,MERTK,METAP1,MFAP4,MFGE8,MICA,MICALL2,MICB,MKLN1,MLLT4,MMP24,MMRN1,MOG,MPDZ,MPZL2,MPZL3,MSLN,MSLNL,MSN,MTSS1,MUC16,MUC4,MYBPC1,MYBPC2,MYBPC3,MYBPH,MYH10,MYH9,MYL12A,MYL9,MYO1G,NCAM1,NCAM2,NCAN,NCK1,NCK2,NCR3,NCSTN,NEDD4,NEDD9,NEGR1,NEO1,NFASC,NHEJ1,NID1,NID2,NINJ1,NINJ2,NKAP,NKX2-3,NLGN1,NLGN2,NLGN3,NLGN4X,NLGN4Y,NLRC3,NME2,NOV,NPHP1,NPHP4,NPHS1,NPNT,NPTN,NRCAM,NRP2,NRXN1,NRXN2,NRXN3,NT5E,NTM,NTN1,NUAK1,ODZ2,ODZ3,OLFM4,OLR1,OMD,OMG,OPCML,OTOA,P2RX7,P2RY12,PARVA,PARVB,PARVG,PATZ1,PAX1,PCDH1,PCDH10,PCDH11X,PCDH11Y,PCDH12,PCDH15,PCDH17,PCDH18,PCDH19,PCDH20,PCDH7,PCDH8,PCDH9,PCDHA1,PCDHA10,PCDHA11,PCDHA12,PCDHA13,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PCDHAC1,PCDHAC2,PCDHB1,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB15,PCDHB16,PCDHB18,PCDHB2,PCDHB3,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8,PCDHB9,PCDHGA1,PCDHGA10,PCDHGA11,PCDHGA12,PCDHGA2,PCDHGA3,PCDHGA4,PCDHGA5,PCDHGA6,PCDHGA7,PCDHGA8,PCDHGA9,PCDHGB1,PCDHGB2,PCDHGB3,PCDHGB4,PCDHGB5,PCDHGB6,PCDHGB7,PCDHGC3,PCDHGC4,PCDHGC5,PDGFRA,PDPK1,PDPN,PDZD2,PEAK1,PECAM1,PERP,PGM5,PIK3CB,PIK3CD,PIK3CG,PIP5K1A,PIP5K1C,PKD1,PKD1L1,PKHD1,PKN2,PKNOX1,PKP1,PKP2,PKP3,PKP4,PLA2G2D,PLEK,PLEKHA7,PLXNC1,PNN,PODXL,PODXL2,POSTN,PPAP2B,PPARD,PPFIA1,PPFIA2,PPFIBP1,PPP3CA,PPP3CB,PREX1,PRKCA,PRKCE,PRKD2,PRKDC,PRKX,PRLR,PRPH2,PSEN1,PSMB10,PSTPIP1,PTGER4,PTK2B,PTK7,PTPN2,PTPN22,PTPN6,PTPRC,PTPRD,PTPRF,PTPRK,PTPRM,PTPRS,PTPRT,PTPRU,PVR,PVRL1,PVRL2,PVRL3,PVRL4,PXN,RAB1A,RAB27A,RAC1,RAC2,RADIL,RAG1,RAG2,RAP2B,RAPGEF1,RC3H1,RC3H2,RCC2,REG3A,RELB,RELN,RET,RGMB,RHOB,RHOD,RHOH,RIC8A,RIPK2,RIPK3,RNASE10,RND3,ROBO1,ROBO2,ROCK1,ROM1,ROPN1B,RORA,RORC,RPL22,RPS6,RPSA,RS1,RSAD2,RUNX2,S100A8,S100A9,S1PR1,SATB1,SCARB1,SCARF1,SCARF2,SCN1B,SCRIB,SDC3,SDK1,SDK2,SELE,SELL,SELP,SELPLG,SEMA4A,SEMA4D,SEMA5A,SGCE,SHC1,SHH,SIGLEC1,SIGLEC10,SIGLEC11,SIGLEC12,SIGLEC14,SIGLEC16,SIGLEC5,SIGLEC6,SIGLEC7,SIGLEC8,SIGLEC9,SIRPA,SIRPG,SLA2,SLAMF1,SLAMF6,SLAMF7,SLC11A1,SLC7A11,SLURP1,SMAD3,SMAD6,SMAGP,SNED1,SORBS1,SORBS2,SORBS3,SOX4,SOX9,SP3,SPACA4,SPAM1,SPECC1L,SPG7,SPN,SPOCK1,SPON1,SPON2,SPP1,SRC,SRCIN1,SRF,SRGAP2,SRPX,SRPX2,SSPN,SSPO,SSX2IP,STAB1,STAB2,STAT5B,STAT6,STK10,STK11,STOML2,STRC,STRCP1,STXBP1,STXBP3,SUSD5,SVEP1,SYK,SYMPK,TACSTD2,TAOK2,TBX21,TCF7,TECTA,TEK,TESK2,TGFB1,TGFB1I1,TGFBI,THBS1,THBS2,THBS3,THBS4,THEMIS,THY1,TIAM1,TIGIT,TINAG,TINAGL1,TLN1,TLN2,TMEM47,TMEM8A,TMEM8B,TNC,TNF,TNFAIP6,TNFRSF12A,TNFRSF4,TNFSF14,TNFSF18,TNFSF4,TNFSF8,TNIP1,TNN,TNR,TNXB,TOR1A,TPBG,TREML2,TRIP6,TRO,TROAP,TRPM7,TSC1,TSPAN32,TSTA3,TTYH1,TYRO3,UMOD,UNC5D,VAMP3,VAV1,VCAM1,VCAN,VCL,VEZT,VMP1,VNN1,VTN,VWA2,VWF,WAS,WHAMM,WISP1,WISP2,WISP3,WNT1,WNT3A,WNT4,WNT7B,ZAN,ZAP70,ZBTB1,ZFP36L1,ZFP36L2,ZFPM1,ZYX	1033
GO_BIOMINERAL_TISSUE_DEVELOPMENT	ALOX15,ALPL,AMBN,AMELX,AMELY,AMTN,ANO6,ASGR2,ASPN,ATP2B2,AXIN2,BGLAP,BMP2,CER1,CLEC3B,CNNM4,COL1A1,CYP27B1,DDR2,DMP1,DSPP,DUOX2,ECM1,EIF2AK3,ENAM,ENPP1,ERCC2,FAM20A,FAM20C,FAM83H,FBXL15,FGFR2,FGFR3,FOXO1,GPC3,GPNMB,HTN1,HTN3,IBSP,IFITM5,IGF1,ITGB1BP1,KLF10,KLK4,LEP,LGR4,MEPE,MINPP1,MMP13,MSX2,ODAM,OTOP1,PHEX,PHOSPHO1,PKDCC,PPARA,PTGS2,PTH1R,PTN,PTPLA,PVRL1,RSPO2,SBDS,SBNO2,SPP1,SRGN,STATH,STIM1,TBX1,TFIP11,TMEM119,TUFT1,WDR72,WNT11,ZBTB40	75
GO_BIOTIN_METABOLIC_PROCESS	ACACA,ACACB,BTD,HLCS,MCCC1,MCCC2,PC,PCCA,PCCB,PDZD11,SLC5A6,VNN1,VNN2,VNN3	14
GO_BLASTOCYST_DEVELOPMENT	ADA,BRCA2,BYSL,CAPN2,CCNB1IP1,CDX2,CNOT2,CNOT3,CTR9,CUL3,DAD1,ELF3,EOMES,ETV2,GINS1,GINS4,HAND1,HNF1B,HOPX,HORMAD1,JUNB,LATS1,LATS2,MED21,MFN2,NASP,NBN,NCAPG2,NDEL1,NEK2,NLE1,NODAL,PALB2,POU5F1,PRDM14,PRPF19,PSMC3,PSMC4,RAD51B,RBBP8,RPL7L1,RRP7A,RTF1,SALL4,SBDS,SF3B14,SKIL,SMARCB1,SOX17,SP3,SPIC,SRF,TAF8,TET1,TGFBR1,TJP1,UBTFL1,WDR74,XAB2,ZNF259,ZNF830,ZP3	62
GO_BLASTOCYST_FORMATION	ADA,BYSL,CCNB1IP1,CDX2,CNOT2,CNOT3,CTR9,CUL3,EOMES,HAND1,HNF1B,HOPX,JUNB,LATS1,LATS2,MFN2,NLE1,NODAL,PRDM14,RPL7L1,RRP7A,SF3B14,SKIL,SOX17,SP3,SRF,TET1,TJP1,WDR74,ZP3	30
GO_BLASTOCYST_GROWTH	BRCA2,CTR9,GINS1,GINS4,NBN,NCAPG2,NDEL1,PALB2,PRPF19,RAD51B,RTF1,SALL4,SBDS,TAF8,UBTFL1,ZNF259,ZNF830	17
GO_BLASTODERM_SEGMENTATION	BASP1,FRS2,FZD5,HOXD8,NRP1,PCSK6,PLD6,SEMA3A,SEMA3F,T,TBX3,TDGF1,TDRD5,WNT5A,WT1	15
GO_BLOOD_COAGULATION_FIBRIN_CLOT_FORMATION	A2M,APOH,C1QBP,F10,F11,F12,F2,F3,F7,F8,F9,FBLN1,FGA,FGB,FGG,GP1BA,GP1BB,GP5,GP9,KLKB1,KNG1,PRCP,SERPING1,TFPI,VWF	25
GO_BLOOD_COAGULATION_INTRINSIC_PATHWAY	A2M,APOH,C1QBP,F10,F11,F12,F2,F8,F9,GP1BA,GP1BB,GP5,GP9,KLKB1,KNG1,PRCP,SERPING1,VWF	18
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	AMOT,APOA1,EFNB2,EGR3,EMP2,EPHB4,FGF2,GPLD1,GPX1,GREM1,ID1,ITGB1,KDR,MYH9,NR4A1,NRP1,PTK2B,ROBO1,SCARB1,SLIT2,SOX18,SRF,TDGF1,VEGFA	24
